时间,BL,Market
2019-05-09,112.11557747450789,102.69333477318435
2019-05-10,112.59574019782181,104.87720986053155
2019-05-13,112.59726928093801,104.31918189902805
2019-05-14,112.56626341522664,104.00999190587052
2019-05-15,112.93914574524368,105.50077585714499
2019-05-16,113.0936377820054,106.09752393124086
2019-05-17,112.6056956891278,103.85414539046364
2019-05-20,112.37884978240074,103.03043375391232
2019-05-21,112.6037491462307,104.12543330183179
2019-05-22,112.43926286613599,103.66602476457128
2019-05-23,112.04642775436501,102.2004803426272
2019-05-24,112.04443688105967,102.02899890858707
2019-05-27,112.28729546024397,103.21391520452418
2019-05-28,112.47919126631851,103.80312145109613
2019-05-29,112.61288508507631,103.92629753096665
2019-05-30,112.46618148923709,103.6842241903154
2019-05-31,112.56330480000088,103.74753823297308
2019-06-03,112.62778475420842,103.52608583604173
2019-06-04,112.63332148492333,102.94344041400817
2019-06-05,112.72993903000126,103.13118515058557
2019-06-06,112.3172519552695,101.84258061542305
2019-06-10,112.57774677136926,102.72700529947798
2019-06-11,113.00015295542624,104.77849017074867
2019-06-12,112.96663514527457,104.56934185394925
2019-06-13,113.0642954861327,104.75366924324464
2019-06-14,112.94944266297493,104.02453237768587
2019-06-17,112.95708612183705,103.95230025504776
2019-06-18,113.05081015609264,104.14151264217637
2019-06-19,113.24674726732655,104.85666056956032
2019-06-20,113.68526255277406,106.51535122550149
2019-06-21,113.91349068509074,107.17278979867359
2019-06-24,114.0138095893467,107.4073052418456
2019-06-25,114.16135480238701,107.33104126678181
2019-06-26,113.99974505258434,106.89727785040857
2019-06-27,114.23311263974678,107.57498530875651
2019-06-28,114.23015538783807,107.28871312271299
2019-07-01,114.53482039545536,108.79196376701456
2019-07-02,114.71164171828619,109.0744354710151
2019-07-03,114.7032382701812,108.58304379281954
2019-07-04,114.59446091157392,108.1098729934119
2019-07-05,114.7981091052521,108.63401097889486
2019-07-08,114.40833362553869,106.64253379359228
2019-07-09,114.24283925509819,106.37655692481339
2019-07-10,114.17431724764685,105.97916299624872
2019-07-11,114.42461776508819,106.53389079091046
2019-07-12,114.43219954375832,106.70134359681384
2019-07-15,114.6209963084139,107.19127158409178
2019-07-16,114.60935256080951,107.18615211875628
2019-07-17,114.49683073626473,106.93688501774072
2019-07-18,114.38082408454488,106.2142023024291
2019-07-19,114.64221042751117,107.01103785583004
2019-07-22,114.36204136923122,105.69103225648398
2019-07-23,114.39603199887934,105.96731324634601
2019-07-24,114.60700903204861,106.65983896280164
2019-07-25,114.65117487181284,106.8263962416618
2019-07-26,114.60607566013728,106.82738568728713
2019-07-29,114.60612994361831,106.84144294169529
2019-07-30,114.75995561361816,107.28680443140533
2019-07-31,114.70153630553635,106.83581946489109
2019-08-01,114.41459916112156,106.01798685061767
2019-08-02,114.30338784719297,105.13423508059691
2019-08-05,114.36572669385714,104.54706155558497
2019-08-06,114.16791935022228,103.29306158108345
2019-08-07,114.27477444840135,103.47165502140278
2019-08-08,114.42897874296366,104.01968611883352
2019-08-09,114.27609020185182,103.20508885080922
2019-08-12,114.49020157849354,104.04400260283771
2019-08-13,114.60776377157462,104.00785036848086
2019-08-14,114.59048953291251,104.14973510674746
2019-08-15,114.80092916458997,104.63721413532328
2019-08-16,114.85301287065313,104.87101151966792
2019-08-19,115.18694919795453,106.2886324566472
2019-08-20,115.33164169045224,106.59293672852841
2019-08-21,115.27947370106281,106.46082758283346
2019-08-22,115.33709897964222,106.58967914058441
2019-08-23,115.44868017822982,106.82377098836966
2019-08-26,115.45621635867562,106.36732851970136
2019-08-27,115.63261411260362,107.3509947338283
2019-08-28,115.58894910844522,107.15627811001286
2019-08-29,115.66445754099051,107.24929461665734
2019-08-30,115.52747158695603,106.87246837802576
2019-09-02,115.7081149858667,107.80521360046218
2019-09-03,115.74265587035863,108.00769426800976
2019-09-04,115.93983668304028,108.69213320510947
2019-09-05,115.99808284998072,109.10776013305458
2019-09-06,115.94748360073419,109.10294623207568
2019-09-09,116.09543135693994,109.82039393488598
2019-09-10,116.23139272831526,110.19173959934008
2019-09-11,116.05481940117512,109.53709438647927
2019-09-12,116.04797511766859,109.84601324937975
2019-09-16,116.24179120626184,110.16937863691496
2019-09-17,115.95183003338394,108.75405652297077
2019-09-18,115.92288198357772,108.77666795618926
2019-09-19,115.87769830812071,108.96295670752207
2019-09-20,115.89964736946288,109.11699440566498
2019-09-23,115.68620132553245,108.21734483270893
2019-09-24,115.70712539428874,108.39755422206643
2019-09-25,115.47606862757122,107.43113662417024
2019-09-26,115.03751606685316,105.93774486537593
2019-09-27,114.97557470255715,105.96511481456072
2019-09-30,114.89996995093468,105.4694036123672
2019-10-08,115.17751783844108,105.88531407587271
2019-10-09,115.32028007816444,106.28925699158265
2019-10-10,115.5145600799119,106.97402915548989
2019-10-11,115.69934951665795,107.55895242778925
2019-10-14,115.76045715886669,108.07197310604863
2019-10-15,115.66157743489252,107.57861308823662
2019-10-16,115.60187028434189,107.17153441486846
2019-10-17,115.6732410032657,107.2732741186609
2019-10-18,115.47856713084168,106.33850675505863
